Filter Wave Flux F_er
GALEX:NUV 0.23119646641474512 4.053333365542737e-06 2.1251353e-06
SDSS:u 0.3519021246126397 5.127499935042579e-05 3.4073448e-06
SDSS:g 0.48199694202385923 0.00017148571350844577 3.0413812e-06
SDSS:r 0.6246977662012919 0.0003677142896257075 3.8729836e-06
SDSS:i 0.7634912086792645 0.0005306249986460898 6.164414e-06
SDSS:z 0.9017941824088558 0.0006777500020689331 1.4491377e-05
2MASS:J 1.239016606050587 0.0008190000080503523 0.000136
2MASS:H 1.6494770729023387 0.0009879999561235309 0.000194
2MASS:Ks 2.163785333814508 0.0011099999537691474 0.0002236068
WISE:W1 3.350010705106716 0.0006767500017303973 3.0182777e-05
WISE:W2 4.600019302768061 0.000515749998157844 3.3136082e-05
WISE:W3 11.559823320737257 0.0009753333676295975 0.00023522117
WISE:W4 22.090668189521768 0.0028299998957663774 0.001
